Price,Label
-4.498227369100943,0.0
0.114441127140684,0.0
-11.513300078369046,0.0
-2.605457410402715,0.0
16.859050595924536,0.0
17.67040520356997,0.0
6.333640999680252,0.0
14.455032037872062,0.0
18.249797228252124,0.0
5.305333964421951,0.0
23.619234304502676,0.0
18.387721882952043,0.0
15.51760041116582,0.0
18.663499689459666,0.0
26.313130567176437,1.0
20.17797005941437,0.0
13.214496224336415,0.0
8.171184850110283,0.0
21.224939065256024,0.0
39.415209753923016,1.0
22.308759127498234,0.0
25.544781509574225,1.0
39.90059290515139,1.0
25.098544203890455,0.0
41.59885548103253,1.0
35.93872222209529,1.0
22.43427445776178,0.0
38.69659818051113,1.0
43.02992429661188,1.0
24.031771555751195,0.0
32.06704102364935,1.0
26.942285231775173,1.0
13.647752809717762,0.0
29.63035499898165,1.0
25.289085497685598,1.0
16.419499232878504,0.0
34.22443154045348,1.0
31.231767774618227,1.0
22.338971295083148,0.0
9.462052325090728,0.0
20.921574663416617,0.0
0.16459039109796691,0.0
16.499788843377214,0.0
21.202897819475243,0.0
18.27246606019473,0.0
6.4989661812793384,0.0
-7.4243294271078115,0.0
-14.335576157100824,0.0
20.199285536565853,0.0
14.446159780465226,0.0
-9.68370377524304,0.0
0.7888683532798846,0.0
-11.933324548645233,0.0
1.1594515487149124,0.0
-17.619780022378798,0.0
-30.550668955857887,-1.0
-0.4256904380805864,0.0
-44.71314758293435,-1.0
-11.23102525697761,0.0
-33.17141663973722,-1.0
-21.476264455529467,0.0
-29.39744848484291,-1.0
-36.998834129826676,-1.0
-20.238473377923984,0.0
-28.234710968579407,-1.0
-13.406001233686798,0.0
2.2606333351015664,0.0
-45.5042971454716,-1.0
-20.18079782173206,0.0
-57.46626162797857,-1.0
-7.212783911970188,0.0
-26.505929292583314,0.0
-27.958243940103454,-1.0
-30.646140311442934,-1.0
-39.196212187927145,-1.0
-23.590368894044502,0.0
-5.84938796413547,0.0
-27.801595022467026,-1.0
-26.47055695188902,0.0
-40.35193067271088,-1.0
-32.81420319143395,-1.0
-39.994048881327714,-1.0
-15.149909692301343,0.0
-13.775329656445052,0.0
